number,id,status,year,month,day,hour,time,SUM,SUM in hour
34,242,signin ,1400,5,10,17:12:31,2021-08-01 17:12:31.812472,6175,102.92
35,243,signout,1400,5,10,22:57:33,2021-08-01 22:57:33.990342,6520,108.67
36,244,signin ,1400,5,11,09:31:45,2021-08-02 09:31:45.995022,6520,108.67
37,245,signout,1400,5,11,13:07:35,2021-08-02 13:07:35.625018,6735,112.25
38,246,signin ,1400,5,11,17:02:50,2021-08-02 17:02:50.907306,6735,112.25
39,247,signout,1400,5,11,22:50:35,2021-08-02 22:50:35.601381,7082,118.03
40,248,signin ,1400,5,12,09:39:02,2021-08-03 09:39:02.663686,7082,118.03
41,249,signout,1400,5,12,13:04:43,2021-08-03 13:04:43.882169,7287,121.45
42,250,signin ,1400,5,12,17:05:38,2021-08-03 17:05:38.571400,7287,121.45
43,251,signout,1400,5,12,23:06:03,2021-08-03 23:06:03.667846,7647,127.45
44,252,signin ,1400,5,13,09:10:39,2021-08-04 09:10:39.014140,7647,127.45
45,253,signout,1400,5,13,13:15:12,2021-08-04 13:15:12.991282,7891,131.52
46,254,signin ,1400,5,13,18:13:28,2021-08-04 18:13:28.438350,7891,131.52
47,255,signout,1400,5,13,23:00:29,2021-08-04 23:00:29.611428,8178,136.30
48,256,signin ,1400,5,14,09:37:39,2021-08-05 09:37:39.524954,8178,136.30
49,257,signout,1400,5,14,22:55:52,2021-08-05 22:55:52.389155,8976,149.60
50,258,signin ,1400,5,15,09:41:24,2021-08-06 09:41:24.701469,8976,149.60
51,259,signout,1400,5,15,23:08:10,2021-08-06 23:08:10.862666,9782,163.03
52,260,signin ,1400,5,16,09:08:33,2021-08-07 09:08:33.712577,9782,163.03
53,261,signout,1400,5,16,13:55:50,2021-08-07 13:55:50.467324,10069,167.82
54,262,signin ,1400,5,16,17:11:05,2021-08-07 17:11:05.058109,10069,167.82
55,263,signout,1400,5,16,23:00:22,2021-08-07 23:00:22.201858,10418,173.63
56,264,signin ,1400,5,17,09:04:09,2021-08-08 09:04:09.587207,10418,173.63
57,265,signout ,1400,5,17,14:10:09,2021-08-08 14:10:09.587207,10724,178.73
58,266,signin ,1400,5,17,17:30:09,2021-08-08 17:30:09.587207,10724,178.73
59,267,signout,1400,5,17,23:00:09,2021-08-08 23:00:09.587207,11054,184.23
60,268,signin ,1400,5,18,09:00:09,2021-08-09 09:00:09.587207,11054,184.23
61,269,signout,1400,5,18,15:15:08,2021-08-09 15:15:08.029603,11428,190.47
62,270,signin ,1400,5,18,15:35:44,2021-08-09 15:35:44.354307,11428,190.47
63,271,signout,1400,5,18,15:37:43,2021-08-09 15:37:43.131011,11429,190.48
64,272,signin ,1400,5,18,16:53:47,2021-08-09 16:53:47.057313,11429,190.48
65,273,signout,1400,5,18,22:58:24,2021-08-09 22:58:24.836123,11793,196.55
66,274,signin ,1400,5,19,09:31:26,2021-08-10 09:31:26.436570,11793,196.55
67,275,signout,1400,5,19,14:35:41,2021-08-10 14:35:41.431849,12097,201.62
68,276,signin ,1400,5,19,17:00:36,2021-08-10 17:00:36.985938,12097,201.62
69,277,signout,1400,5,19,22:45:18,2021-08-10 22:45:18.329921,12441,207.35
70,278,signin ,1400,5,20,09:31:21,2021-08-11 09:31:21.739037,12441,207.35
71,279,signout,1400,5,20,13:45:19,2021-08-11 13:45:19.552402,12694,211.57
72,280,signin ,1400,5,20,14:29:13,2021-08-11 14:29:13.523789,12694,211.57
73,281,signout,1400,5,20,14:45:23,2021-08-11 14:45:23.233164,12710,211.83
74,282,signin ,1400,5,20,17:09:55,2021-08-11 17:09:55.195765,12710,211.83
75,283,signout,1400,5,20,22:53:08,2021-08-11 22:53:08.739320,13053,217.55
76,284,signin ,1400,5,21,09:12:30,2021-08-12 09:12:30.740801,13053,217.55
77,285,signout,1400,5,21,22:57:59,2021-08-12 22:57:59.025531,13878,231.30
78,286,signin ,1400,5,22,09:15:09,2021-08-13 09:15:09.437689,13878,231.30
79,287,signout,1400,5,22,22:34:40,2021-08-13 22:34:40.023926,14677,244.62
80,288,signin ,1400,5,23,09:29:34,2021-08-14 09:29:34.974644,14677,244.62
81,289,signout,1400,5,23,13:57:46,2021-08-14 13:57:46.542015,14945,249.08
82,290,signin ,1400,5,23,17:02:29,2021-08-14 17:02:29.987750,14945,249.08
83,291,signout,1400,5,23,22:55:26,2021-08-14 22:55:26.563631,15297,254.95
84,292,signin ,1400,5,24,09:36:34,2021-08-15 09:36:34.986125,15297,254.95
85,293,signout,1400,5,24,13:54:56,2021-08-15 13:54:56.946380,15555,259.25
86,294,signin ,1400,5,24,16:58:00,2021-08-15 16:58:00.970543,15555,259.25
87,295,signout,1400,5,24,22:55:46,2021-08-15 22:55:46.421177,15912,265.20
88,296,signin ,1400,5,25,09:43:02,2021-08-16 09:43:02.229842,15912,265.20
89,297,signout,1400,5,25,13:15:34,2021-08-16 13:15:34.627690,16124,268.73
90,298,signin ,1400,5,25,17:05:53,2021-08-16 17:05:53.702615,16124,268.73
91,299,signout,1400,5,25,22:49:38,2021-08-16 22:49:38.775639,16467,274.45
92,300,signin ,1400,5,26,09:34:57,2021-08-17 09:34:57.598812,16467,274.45
93,301,signout,1400,5,26,13:39:19,2021-08-17 13:39:19.944403,16711,278.52
94,302,signin ,1400,5,26,16:59:30,2021-08-17 16:59:30.397303,16711,278.52
95,303,signout,1400,5,26,22:57:28,2021-08-17 22:57:28.929370,17068,284.47
96,304,signin ,1400,5,27,09:32:03,2021-08-18 09:32:03.499068,17068,284.47
97,305,signout,1400,5,27,21:25:25,2021-08-18 21:25:25.426216,17781,296.35
98,306,signin ,1400,5,29,09:33:55,2021-08-20 09:33:55.050624,17781,296.35
99,307,signout,1400,5,29,22:45:07,2021-08-20 22:45:07.968033,18572,309.53
100,308,signin ,1400,5,30,09:27:33,2021-08-21 09:27:33.849346,18572,309.53
101,309,signout,1400,5,30,13:38:22,2021-08-21 13:38:22.360605,18822,313.70
102,310,signin ,1400,5,30,16:58:34,2021-08-21 16:58:34.038262,18822,313.70
103,311,signout,1400,5,30,22:56:43,2021-08-21 22:56:43.567201,19180,319.67
104,312,signin ,1400,5,31,09:26:24,2021-08-22 09:26:24.153543,19180,319.67
105,313,signout,1400,5,31,14:58:08,2021-08-22 14:58:08.741793,19511,325.18
106,314,signin ,1400,5,31,17:08:59,2021-08-22 17:08:59.763042,19511,325.18
107,315,signout,1400,5,31,22:57:30,2021-08-22 22:57:30.147591,19859,330.98
