number,id,status,year,month,day,hour,time,SUM,SUM in hour
26,138,signin ,1400,4,12,09:33:27,2021-07-03 09:33:27.809142,4057,67.62
27,139,signout,1400,4,12,12:58:08,2021-07-03 12:58:08.973170,4261,71.02
28,140,signin ,1400,4,12,17:22:34,2021-07-03 17:22:34.310597,4261,71.02
29,141,signout,1400,4,12,23:02:47,2021-07-03 23:02:47.333281,4601,76.68
30,142,signin ,1400,4,13,09:38:48,2021-07-04 09:38:48.357396,4601,76.68
31,143,signout,1400,4,13,13:02:28,2021-07-04 13:02:28.753560,4804,80.07
32,144,signin ,1400,4,13,17:08:49,2021-07-04 17:08:49.727865,4804,80.07
33,145,signout,1400,4,13,17:59:53,2021-07-04 17:59:53.891535,4855,80.92
34,146,signin ,1400,4,13,18:33:41,2021-07-04 18:33:41.118538,4855,80.92
35,147,signout,1400,4,13,22:52:42,2021-07-04 22:52:42.765575,5114,85.23
36,148,signin ,1400,4,14,09:32:20,2021-07-05 09:32:20.922530,5114,85.23
37,149,signout,1400,4,14,13:02:27,2021-07-05 13:02:27.357845,5324,88.73
38,150,signin ,1400,4,14,17:01:07,2021-07-05 17:01:07.483197,5324,88.73
39,151,signout,1400,4,14,23:01:14,2021-07-05 23:01:14.432689,5684,94.73
40,152,signin ,1400,4,15,09:12:20,2021-07-06 09:12:20.346284,5684,94.73
41,153,signout,1400,4,15,13:11:31,2021-07-06 13:11:31.278583,5923,98.72
42,154,signin ,1400,4,15,17:10:37,2021-07-06 17:10:37.856376,5923,98.72
43,155,signout,1400,4,15,22:55:10,2021-07-06 22:55:10.410614,6267,104.45
44,156,signin ,1400,4,16,09:31:14,2021-07-07 09:31:14.853801,6267,104.45
45,157,signout,1400,4,16,13:05:01,2021-07-07 13:05:01.935399,6480,108.00
46,158,signin ,1400,4,16,16:58:21,2021-07-07 16:58:21.285917,6480,108.00
47,159,signout,1400,4,16,22:54:38,2021-07-07 22:54:38.836017,6836,113.93
48,160,signin ,1400,4,17,09:16:52,2021-07-08 09:16:52.050720,6836,113.93
49,161,signout,1400,4,17,22:57:39,2021-07-08 22:57:39.727145,7656,127.60
50,162,signin ,1400,4,18,09:32:21,2021-07-09 09:32:21.010877,7656,127.60
51,163,signout,1400,4,18,21:37:24,2021-07-09 21:37:24.836817,8381,139.68
52,164,signin ,1400,4,19,09:33:30,2021-07-10 09:33:30.297621,8381,139.68
53,165,signout,1400,4,19,13:10:39,2021-07-10 13:10:39.407392,8598,143.30
54,166,signin ,1400,4,19,17:02:23,2021-07-10 17:02:23.152884,8598,143.30
55,167,signout,1400,4,19,22:41:54,2021-07-10 22:41:54.623015,8937,148.95
56,168,signin ,1400,4,20,09:28:30,2021-07-11 09:28:30.147169,8937,148.95
57,169,signout,1400,4,20,13:11:50,2021-07-11 13:11:50.815368,9160,152.67
58,170,signin ,1400,4,20,17:02:23,2021-07-11 17:02:23.295534,9160,152.67
59,171,signout,1400,4,20,22:54:17,2021-07-11 22:54:17.621340,9511,158.52
60,172,signin ,1400,4,21,09:09:26,2021-07-12 09:09:26.922760,9511,158.52
61,173,signout,1400,4,21,13:13:53,2021-07-12 13:13:53.616709,9755,162.58
62,174,signin ,1400,4,21,17:04:44,2021-07-12 17:04:44.155726,9755,162.58
63,175,signout,1400,4,21,22:57:03,2021-07-12 22:57:03.534424,10107,168.45
64,176,signin ,1400,4,22,09:33:48,2021-07-13 09:33:48.769275,10107,168.45
65,177,signout,1400,4,22,13:12:32,2021-07-13 13:12:32.009769,10325,172.08
66,178,signin ,1400,4,22,17:02:04,2021-07-13 17:02:04.910109,10325,172.08
67,179,signout,1400,4,22,22:56:27,2021-07-13 22:56:27.118711,10679,177.98
68,180,signin ,1400,4,23,09:39:37,2021-07-14 09:39:37.366195,10679,177.98
69,181,signout,1400,4,23,12:55:40,2021-07-14 12:55:40.694233,10875,181.25
70,182,signin ,1400,4,23,17:20:25,2021-07-14 17:20:25.302055,10875,181.25
71,183,signout,1400,4,23,22:58:21,2021-07-14 22:58:21.497289,11212,186.87
72,184,signin ,1400,4,24,09:27:50,2021-07-15 09:27:50.455964,11212,186.87
73,185,signout,1400,4,24,23:13:14,2021-07-15 23:13:14.044249,12037,200.62
74,186,signin ,1400,4,25,09:18:57,2021-07-16 09:18:57.738619,12037,200.62
75,187,signout,1400,4,25,22:57:33,2021-07-16 22:57:33.378622,12855,214.25
76,188,signin ,1400,4,26,09:35:42,2021-07-17 09:35:42.020898,12855,214.25
77,189,signout,1400,4,26,13:02:00,2021-07-17 13:02:00.801385,13061,217.68
78,190,signin ,1400,4,26,17:08:09,2021-07-17 17:08:09.438872,13061,217.68
79,191,signout,1400,4,26,22:51:08,2021-07-17 22:51:08.325092,13403,223.38
80,192,signin ,1400,4,27,09:33:55,2021-07-18 09:33:55.356815,13403,223.38
81,193,signout,1400,4,27,13:03:26,2021-07-18 13:03:26.261607,13612,226.87
82,194,signin ,1400,4,27,17:01:21,2021-07-18 17:01:21.823350,13612,226.87
83,195,signout,1400,4,27,22:58:41,2021-07-18 22:58:41.597306,13969,232.82
84,196,signin ,1400,4,28,09:39:33,2021-07-19 09:39:33.116990,13969,232.82
85,197,signout,1400,4,28,12:59:54,2021-07-19 12:59:54.174213,14169,236.15
86,198,signin ,1400,4,28,17:05:57,2021-07-19 17:05:57.763120,14169,236.15
87,199,signout,1400,4,28,23:00:27,2021-07-19 23:00:27.100552,14523,242.05
88,200,signin ,1400,4,29,09:36:54,2021-07-20 09:36:54.997056,14523,242.05
89,201,signout,1400,4,29,13:07:56,2021-07-20 13:07:56.780995,14731,245.52
90,202,signin ,1400,4,29,17:11:09,2021-07-20 17:11:09.386958,14731,245.52
91,203,signout,1400,4,29,23:07:53,2021-07-20 23:07:53.168417,15087,251.45
92,204,signin ,1400,4,30,09:26:01,2021-07-21 09:26:01.843960,15087,251.45
93,205,signout,1400,4,30,23:00:32,2021-07-21 23:00:32.117204,15901,265.02
94,206,signin ,1400,4,31,09:10:31,2021-07-22 09:10:31.033524,15901,265.02
95,207,signout,1400,4,31,23:04:00,2021-07-22 23:04:00.430509,16734,278.90
