number,id,status,year,month,day,hour,time,SUM,SUM in hour
61,376,signin ,1400,6,22,16:55:13,2021-09-13 16:55:13.964875,13054,217:34
62,377,signout,1400,6,22,23:00:34,2021-09-13 23:00:34.280694,13419,223:39
63,378,signin ,1400,6,23,09:08:24,2021-09-14 09:08:24.174737,13419,223:39
64,379,signout,1400,6,23,22:55:36,2021-09-14 22:55:36.665083,14246,237:26
65,380,signin ,1400,6,24,09:26:40,2021-09-15 09:26:40.088385,14246,237:26
66,381,signout,1400,6,24,22:51:25,2021-09-15 22:51:25.098606,15050,250:50
67,382,signin ,1400,6,25,09:20:02,2021-09-16 09:20:02.435864,15050,250:50
68,383,signout,1400,6,25,22:56:15,2021-09-16 22:56:15.487643,15866,264:26
69,384,signin ,1400,6,26,09:11:38,2021-09-17 09:11:38.779488,15866,264:26
70,385,signout,1400,6,26,22:44:17,2021-09-17 22:44:17.570446,16678,277:58
71,386,signin ,1400,6,27,09:25:42,2021-09-18 09:25:42.301980,16678,277:58
72,387,signout,1400,6,27,22:54:16,2021-09-18 22:54:16.449612,17486,291:26
73,388,signin ,1400,6,28,17:14:15,2021-09-19 17:14:15.173517,17486,291:26
74,389,signout,1400,6,28,23:02:05,2021-09-19 23:02:05.663580,17833,297:13
75,390,signin ,1400,6,30,16:57:54,2021-09-21 16:57:54.732173,17833,297:13
76,391,signout,1400,6,30,22:57:51,2021-09-21 22:57:51.247103,18192,303:12
77,392,signin ,1400,6,31,17:04:15,2021-09-22 17:04:15.281806,18192,303:12
78,393,signout,1400,6,31,22:36:25,2021-09-22 22:36:25.303601,18524,308:44
